Severity,Start_Time,Weather_Condition,Visibility(mi),Temperature(F),Humidity(%),Pressure(in),Wind_Speed(mph),State,End_Time
2,2022-01-09 15:47:00,Cloudy,0.2,92.1,81.1,30.41,19.5,CA,2022-01-09 16:16:00
4,2022-01-29 11:45:00,Smoke,0.6,61.7,77.1,28.73,22.9,IL,2022-01-29 13:27:00
4,2022-04-11 02:59:00,Thunderstorm,2.2,84.0,73.0,28.97,13.9,OH,2022-04-11 03:24:00
2,2022-02-24 03:54:00,Thunderstorm,2.0,89.0,20.5,29.06,10.1,CA,2022-02-24 05:02:00
2,2022-03-07 10:02:00,Haze,2.7,79.8,31.4,30.74,27.3,CA,2022-03-07 11:12:00
4,2022-10-02 20:37:00,Smoke,3.2,65.5,37.9,31.0,4.1,PA,2022-10-02 21:41:00
1,2022-09-26 03:54:00,Snow,3.7,73.8,41.8,30.32,21.6,TX,2022-09-26 05:02:00
1,2022-11-05 22:14:00,Haze,4.3,79.0,31.7,29.45,20.7,TX,2022-11-06 00:11:00
2,2022-04-22 05:45:00,Rain,1.2,47.7,52.8,28.03,20.7,OH,2022-04-22 06:29:00
1,2022-02-28 14:03:00,Cloudy,0.6,86.7,26.0,30.09,28.1,NC,2022-02-28 15:11:00
4,2022-08-14 19:48:00,Rain,6.8,96.5,80.0,29.17,21.8,GA,2022-08-14 19:55:00
1,2022-05-27 13:07:00,Rain,5.5,62.6,83.0,29.9,9.0,TX,2022-05-27 13:23:00
2,2022-07-10 05:58:00,Thunderstorm,4.6,79.1,65.9,29.82,10.6,OH,2022-07-10 06:53:00
4,2022-09-09 00:44:00,Fog,6.4,81.6,27.2,29.44,11.7,IL,2022-09-09 01:53:00
1,2022-07-09 00:08:00,Clear,8.3,76.4,91.2,30.83,0.9,MI,2022-07-09 01:11:00
3,2022-07-07 04:59:00,Snow,4.4,68.3,97.3,28.07,27.4,NY,2022-07-07 05:34:00
4,2022-06-27 03:35:00,Cloudy,6.5,91.7,36.2,30.14,2.2,MI,2022-06-27 04:07:00
4,2022-12-01 11:12:00,Rain,9.5,61.4,76.4,29.23,21.0,NY,2022-12-01 12:31:00
3,2022-07-01 08:56:00,Snow,8.4,34.3,87.4,30.14,21.9,NY,2022-07-01 09:46:00
3,2022-09-23 23:35:00,Rain,4.4,89.1,63.2,30.03,25.3,NC,2022-09-23 23:46:00
4,2022-06-23 09:57:00,Smoke,6.5,77.2,45.9,28.03,16.6,OH,2022-06-23 10:08:00
3,2022-01-23 21:00:00,Thunderstorm,1.9,89.4,58.3,28.86,21.8,OH,2022-01-23 21:41:00
2,2022-07-27 19:46:00,Clear,5.7,39.7,61.0,28.57,9.1,NY,2022-07-27 20:54:00
2,2022-04-19 10:44:00,Thunderstorm,9.8,32.2,52.1,28.5,22.4,NC,2022-04-19 12:05:00
2,2022-05-24 13:17:00,Snow,5.3,95.4,94.4,30.19,10.3,GA,2022-05-24 15:14:00
4,2022-09-10 07:34:00,Cloudy,9.3,40.3,79.5,28.72,27.1,MI,2022-09-10 09:26:00
3,2022-09-09 19:32:00,Rain,4.2,86.7,39.3,29.42,4.9,NY,2022-09-09 21:00:00
3,2022-01-19 09:45:00,Clear,10.0,87.6,66.8,28.74,9.5,PA,2022-01-19 11:16:00
1,2022-11-07 20:03:00,Smoke,5.9,79.6,75.1,29.74,15.0,NY,2022-11-07 21:08:00
1,2022-05-22 21:54:00,Thunderstorm,0.6,39.2,31.2,30.16,23.3,CA,2022-05-22 22:35:00
3,2022-05-28 08:44:00,Smoke,6.0,76.7,48.7,28.99,22.5,IL,2022-05-28 09:57:00
3,2022-06-24 02:14:00,Snow,2.9,92.2,92.4,29.81,6.3,MI,2022-06-24 02:20:00
3,2022-06-23 11:56:00,Thunderstorm,0.5,59.8,65.4,30.47,4.3,FL,2022-06-23 13:49:00
4,2022-10-31 05:50:00,Rain,8.2,58.9,37.4,28.28,9.1,CA,2022-10-31 06:08:00
3,2022-06-16 16:56:00,Rain,2.9,61.0,29.8,30.13,14.5,TX,2022-06-16 17:56:00
1,2022-06-02 02:57:00,Smoke,8.0,35.8,61.5,28.97,16.2,TX,2022-06-02 03:19:00
4,2022-12-19 15:20:00,Cloudy,3.0,92.4,63.8,28.37,12.9,GA,2022-12-19 17:17:00
3,2022-03-14 19:23:00,Clear,2.1,90.8,46.8,29.64,19.9,NY,2022-03-14 20:01:00
1,2022-11-05 07:02:00,Fog,9.7,99.9,70.4,28.68,12.8,FL,2022-11-05 08:40:00
4,2022-02-03 21:04:00,Thunderstorm,3.7,71.0,25.5,30.46,28.4,NY,2022-02-03 21:55:00
3,2022-03-20 11:54:00,Rain,6.1,82.6,31.6,28.13,7.8,MI,2022-03-20 13:36:00
3,2022-10-29 10:04:00,Snow,6.2,44.2,63.7,28.3,18.8,CA,2022-10-29 11:00:00
3,2022-02-07 18:02:00,Thunderstorm,5.7,76.7,24.9,29.56,18.3,CA,2022-02-07 18:53:00
4,2022-02-07 11:57:00,Cloudy,9.2,75.5,90.5,29.77,8.4,IL,2022-02-07 12:07:00
1,2022-05-06 23:33:00,Cloudy,6.8,93.1,31.4,30.19,12.4,OH,2022-05-07 00:29:00
1,2022-10-14 07:29:00,Rain,4.2,88.2,73.9,28.78,11.0,NC,2022-10-14 07:40:00
2,2022-09-11 03:43:00,Rain,8.7,95.7,51.3,30.53,5.2,OH,2022-09-11 05:00:00
3,2022-11-22 12:11:00,Smoke,2.0,90.8,52.0,30.86,14.3,IL,2022-11-22 13:27:00
2,2022-10-15 04:12:00,Rain,5.5,90.8,81.2,29.5,11.6,FL,2022-10-15 04:41:00
2,2022-04-20 04:55:00,Smoke,9.5,34.5,60.0,30.28,5.3,GA,2022-04-20 05:46:00
1,2022-11-29 15:17:00,Haze,6.3,89.2,78.1,29.57,13.5,OH,2022-11-29 16:32:00
4,2022-10-19 15:32:00,Fog,8.2,72.5,60.4,28.21,12.7,NY,2022-10-19 16:13:00
4,2022-02-17 11:29:00,Rain,6.6,56.6,67.4,28.98,3.9,CA,2022-02-17 11:43:00
1,2022-05-21 04:53:00,Thunderstorm,8.4,34.0,80.9,28.26,3.9,FL,2022-05-21 05:47:00
4,2022-07-08 16:53:00,Thunderstorm,9.5,77.4,68.6,30.97,19.4,GA,2022-07-08 18:02:00
2,2022-02-23 01:45:00,Smoke,2.9,53.0,69.2,28.69,21.2,TX,2022-02-23 02:47:00
3,2022-12-11 15:37:00,Haze,1.9,62.7,83.1,29.91,28.2,NC,2022-12-11 17:19:00
1,2022-03-19 17:15:00,Haze,4.9,77.7,95.9,28.85,2.6,NY,2022-03-19 18:30:00
3,2022-09-25 10:25:00,Clear,7.1,93.8,50.1,29.96,3.5,OH,2022-09-25 11:05:00
4,2022-12-02 16:54:00,Snow,2.4,87.8,66.2,28.63,1.6,MI,2022-12-02 18:44:00
3,2022-03-14 16:32:00,Rain,0.2,61.5,26.9,30.36,16.0,OH,2022-03-14 17:56:00
4,2022-07-13 23:49:00,Smoke,3.6,57.1,48.7,28.33,18.7,GA,2022-07-14 01:21:00
4,2022-08-10 09:41:00,Thunderstorm,9.7,46.8,53.0,30.69,12.1,OH,2022-08-10 11:04:00
2,2022-01-23 20:50:00,Haze,7.0,56.1,86.8,30.52,23.9,NY,2022-01-23 21:10:00
4,2022-02-20 21:53:00,Thunderstorm,4.1,37.8,61.1,30.04,20.6,OH,2022-02-20 22:14:00
2,2022-03-20 13:53:00,Thunderstorm,2.1,98.0,78.5,28.2,29.6,IL,2022-03-20 14:10:00
2,2022-12-04 07:25:00,Haze,3.7,70.2,21.5,28.63,4.1,MI,2022-12-04 08:20:00
2,2022-06-11 17:51:00,Fog,1.9,38.9,57.2,30.58,1.7,OH,2022-06-11 18:43:00
1,2022-03-08 16:58:00,Haze,1.2,54.7,92.1,28.37,8.2,FL,2022-03-08 18:44:00
1,2022-03-03 00:36:00,Haze,9.1,68.3,37.9,28.47,0.6,MI,2022-03-03 01:24:00
4,2022-08-26 15:16:00,Snow,10.0,67.3,22.5,29.63,28.0,OH,2022-08-26 16:32:00
2,2022-07-01 13:00:00,Smoke,1.8,32.5,54.7,28.82,9.1,OH,2022-07-01 13:51:00
1,2022-11-28 20:03:00,Smoke,0.7,96.6,76.4,28.67,16.6,TX,2022-11-28 21:44:00
2,2022-08-22 01:59:00,Haze,3.4,49.3,56.4,29.73,9.5,GA,2022-08-22 02:22:00
3,2022-04-24 04:44:00,Cloudy,4.7,31.1,56.8,29.12,7.4,OH,2022-04-24 05:14:00
3,2022-09-06 18:34:00,Smoke,2.2,35.4,73.6,28.42,4.6,NC,2022-09-06 19:56:00
3,2022-07-27 12:45:00,Smoke,3.2,70.6,40.4,29.6,9.6,NY,2022-07-27 13:55:00
4,2022-10-03 10:01:00,Smoke,2.2,39.6,80.2,29.16,18.5,NC,2022-10-03 10:57:00
2,2022-02-15 03:50:00,Haze,7.8,32.9,32.2,30.2,29.1,CA,2022-02-15 04:59:00
3,2022-04-25 04:04:00,Thunderstorm,7.2,56.6,51.7,28.31,16.7,IL,2022-04-25 04:14:00
1,2022-05-25 00:37:00,Rain,6.4,73.6,72.5,29.86,16.0,MI,2022-05-25 00:47:00
3,2022-11-30 03:02:00,Thunderstorm,4.0,37.8,86.3,29.31,1.1,OH,2022-11-30 03:11:00
3,2022-10-18 19:39:00,Snow,9.1,51.9,83.3,29.22,25.2,NY,2022-10-18 20:01:00
3,2022-03-15 01:05:00,Cloudy,9.7,59.2,77.7,28.7,1.3,OH,2022-03-15 02:41:00
4,2022-01-26 06:44:00,Haze,1.9,41.2,48.7,28.09,27.2,NC,2022-01-26 07:31:00
1,2022-02-08 07:42:00,Fog,2.4,65.4,29.8,30.54,16.2,IL,2022-02-08 09:29:00
2,2022-07-24 22:55:00,Clear,5.4,36.0,37.3,28.98,5.1,IL,2022-07-25 00:00:00
1,2022-08-29 06:32:00,Haze,1.1,33.3,89.2,30.04,13.6,TX,2022-08-29 07:43:00
2,2022-06-06 13:41:00,Rain,4.5,66.4,88.6,30.84,29.8,IL,2022-06-06 14:44:00
4,2022-12-06 00:35:00,Clear,5.9,47.4,96.1,29.69,9.2,GA,2022-12-06 00:59:00
4,2022-04-11 06:15:00,Fog,5.3,36.7,26.1,29.19,8.1,NY,2022-04-11 07:37:00
4,2022-08-20 20:47:00,Snow,3.4,59.7,62.9,28.8,3.5,TX,2022-08-20 22:46:00
4,2022-11-24 03:08:00,Snow,5.5,94.1,71.9,30.8,17.9,GA,2022-11-24 04:18:00
2,2022-01-25 10:27:00,Fog,9.6,80.7,76.9,30.05,2.7,NY,2022-01-25 10:49:00
3,2022-01-27 10:50:00,Thunderstorm,2.2,87.1,71.5,30.0,23.0,IL,2022-01-27 11:36:00
2,2022-11-23 09:04:00,Fog,6.6,91.0,81.6,29.28,27.6,OH,2022-11-23 10:27:00
1,2022-08-09 22:54:00,Smoke,0.6,98.1,48.8,30.54,28.0,IL,2022-08-09 23:39:00
4,2022-02-17 16:13:00,Smoke,0.9,83.4,34.4,30.14,3.2,MI,2022-02-17 16:38:00
4,2022-09-30 01:30:00,Haze,5.6,72.6,36.4,28.85,16.7,NY,2022-09-30 02:25:00
1,2022-07-04 20:26:00,Rain,1.2,55.6,21.0,29.8,2.9,OH,2022-07-04 21:49:00
2,2022-05-15 11:26:00,Smoke,0.4,42.7,48.0,29.29,17.2,NY,2022-05-15 13:05:00
3,2022-07-27 21:05:00,Cloudy,1.9,78.1,27.3,28.02,24.4,MI,2022-07-27 22:57:00
3,2022-07-19 10:06:00,Haze,5.7,99.6,45.7,30.42,16.1,NY,2022-07-19 10:49:00
1,2022-05-02 08:30:00,Haze,7.1,62.7,70.3,28.37,26.2,TX,2022-05-02 09:50:00
3,2022-07-01 01:10:00,Haze,2.2,80.7,91.6,29.53,24.1,IL,2022-07-01 01:58:00
2,2022-06-11 08:00:00,Clear,6.7,64.7,87.2,29.01,8.3,GA,2022-06-11 09:09:00
2,2022-09-13 07:38:00,Clear,2.0,60.2,40.2,29.03,18.9,NY,2022-09-13 09:29:00
1,2022-02-23 02:38:00,Snow,6.2,58.7,30.7,29.43,0.2,TX,2022-02-23 03:48:00
2,2022-10-09 12:17:00,Haze,4.2,65.3,35.4,30.99,11.9,NC,2022-10-09 13:30:00
4,2022-03-30 06:21:00,Thunderstorm,6.6,55.7,97.7,29.23,7.1,PA,2022-03-30 07:28:00
1,2022-09-05 19:23:00,Smoke,10.0,82.4,64.0,28.55,28.1,FL,2022-09-05 20:58:00
2,2022-12-10 10:07:00,Snow,9.4,91.2,34.6,29.84,12.2,MI,2022-12-10 11:24:00
1,2022-09-08 23:37:00,Rain,0.2,91.8,87.3,28.71,19.6,IL,2022-09-09 00:20:00
3,2022-04-02 20:43:00,Fog,8.9,45.9,51.6,28.32,22.0,PA,2022-04-02 21:48:00
2,2022-10-01 05:25:00,Clear,0.9,92.7,91.9,28.15,23.2,NC,2022-10-01 07:14:00
4,2022-09-22 15:56:00,Haze,9.5,53.9,40.9,28.07,22.1,IL,2022-09-22 16:03:00
2,2022-11-03 18:38:00,Rain,3.0,51.7,51.5,29.29,8.7,NC,2022-11-03 19:30:00
1,2022-03-12 11:29:00,Snow,3.9,80.9,60.4,29.28,20.6,CA,2022-03-12 12:16:00
1,2022-02-03 04:19:00,Snow,1.1,51.3,91.4,28.56,16.5,MI,2022-02-03 05:50:00
2,2022-09-04 02:28:00,Clear,1.3,33.7,89.5,30.35,17.9,NY,2022-09-04 02:47:00
4,2022-10-14 22:06:00,Snow,7.3,56.2,65.9,28.39,0.0,CA,2022-10-14 23:04:00
4,2022-06-22 18:55:00,Thunderstorm,9.5,80.5,37.7,30.75,7.7,TX,2022-06-22 20:14:00
4,2022-09-19 22:58:00,Snow,6.2,52.9,52.3,29.76,27.9,TX,2022-09-19 23:42:00
1,2022-09-08 23:37:00,Cloudy,7.2,74.1,98.1,28.08,8.7,MI,2022-09-09 01:23:00
2,2022-06-27 01:17:00,Smoke,7.7,76.2,68.6,30.89,13.1,IL,2022-06-27 03:17:00
3,2022-04-11 22:44:00,Fog,2.8,81.4,82.5,28.92,5.6,CA,2022-04-12 00:21:00
1,2022-08-01 20:41:00,Snow,0.6,92.8,56.0,29.35,4.2,MI,2022-08-01 22:37:00
4,2022-05-19 03:10:00,Smoke,0.2,60.3,62.6,28.85,6.3,FL,2022-05-19 04:43:00
2,2022-08-18 03:23:00,Smoke,3.6,41.7,54.3,30.19,16.6,PA,2022-08-18 04:48:00
4,2022-04-12 20:52:00,Cloudy,2.6,52.3,76.2,29.46,27.6,CA,2022-04-12 21:00:00
3,2022-01-22 03:41:00,Rain,0.8,60.3,88.1,28.4,9.8,CA,2022-01-22 05:02:00
4,2022-01-07 13:52:00,Snow,2.0,80.0,60.6,28.31,9.7,FL,2022-01-07 14:57:00
4,2022-03-19 19:16:00,Thunderstorm,1.4,30.9,58.5,30.18,16.9,NC,2022-03-19 19:54:00
3,2022-05-12 00:34:00,Rain,9.2,52.1,47.2,28.71,10.7,TX,2022-05-12 02:02:00
2,2022-07-19 18:27:00,Smoke,1.6,84.6,34.2,28.41,27.3,PA,2022-07-19 20:12:00
1,2022-07-08 08:23:00,Smoke,5.5,77.0,95.1,29.5,11.3,FL,2022-07-08 10:07:00
2,2022-08-13 05:10:00,Haze,6.0,81.2,45.3,30.41,14.7,PA,2022-08-13 06:29:00
3,2022-09-04 13:30:00,Snow,5.5,86.8,84.1,28.84,16.0,OH,2022-09-04 14:48:00
4,2022-07-13 12:36:00,Clear,1.2,84.8,77.2,28.83,23.5,OH,2022-07-13 13:10:00
2,2022-11-27 06:13:00,Cloudy,3.3,77.8,83.3,30.5,16.9,TX,2022-11-27 07:50:00
1,2022-01-30 23:22:00,Cloudy,0.7,60.8,94.9,28.44,7.2,FL,2022-01-30 23:33:00
3,2022-07-09 22:17:00,Clear,4.1,98.9,69.9,29.85,3.7,NY,2022-07-09 23:36:00
2,2022-03-19 23:53:00,Fog,2.0,69.8,91.8,30.87,28.1,GA,2022-03-20 00:59:00
1,2022-01-20 18:37:00,Smoke,5.7,44.2,33.4,30.52,24.0,IL,2022-01-20 19:03:00
3,2022-03-01 23:33:00,Haze,7.0,50.5,70.1,28.19,0.7,CA,2022-03-02 00:45:00
1,2022-02-17 11:19:00,Thunderstorm,5.4,78.5,81.8,28.96,24.6,NC,2022-02-17 12:44:00
3,2022-11-08 04:16:00,Cloudy,4.5,94.7,41.7,28.43,17.7,CA,2022-11-08 05:53:00
4,2022-04-10 23:48:00,Rain,4.0,42.5,79.3,30.85,15.6,TX,2022-04-11 01:12:00
2,2022-03-29 14:30:00,Smoke,8.4,35.8,82.3,30.96,0.4,OH,2022-03-29 16:14:00
1,2022-11-26 02:39:00,Thunderstorm,2.3,91.7,86.5,28.7,23.4,FL,2022-11-26 04:31:00
3,2022-08-04 03:00:00,Cloudy,7.4,94.1,45.0,30.01,5.9,PA,2022-08-04 03:53:00
1,2022-11-21 09:43:00,Haze,7.6,49.3,74.5,30.52,21.8,GA,2022-11-21 10:06:00
1,2022-09-01 19:00:00,Fog,4.3,56.4,44.3,28.7,0.5,IL,2022-09-01 20:50:00
2,2022-03-16 23:27:00,Haze,3.1,76.2,79.1,28.56,23.9,CA,2022-03-17 00:59:00
4,2022-03-07 14:15:00,Rain,4.8,53.1,57.0,28.03,0.7,MI,2022-03-07 14:51:00
1,2022-11-17 04:23:00,Haze,1.1,91.4,67.8,29.24,7.1,FL,2022-11-17 04:32:00
3,2022-05-02 19:25:00,Thunderstorm,0.7,37.5,53.3,30.7,8.0,TX,2022-05-02 20:43:00
3,2022-06-16 10:06:00,Smoke,1.3,32.7,33.0,30.71,4.7,PA,2022-06-16 11:40:00
4,2022-05-12 21:37:00,Rain,2.0,44.6,34.2,28.38,14.4,IL,2022-05-12 21:56:00
3,2022-11-24 23:52:00,Smoke,5.1,50.0,26.2,28.61,8.5,OH,2022-11-25 00:21:00
4,2022-09-25 08:47:00,Clear,8.5,37.9,69.4,29.22,29.8,TX,2022-09-25 08:54:00
3,2022-02-12 11:52:00,Snow,2.5,34.6,87.9,30.34,17.4,PA,2022-02-12 12:53:00
2,2022-05-14 03:58:00,Clear,9.4,82.9,21.7,29.84,17.0,IL,2022-05-14 04:43:00
1,2022-06-13 07:21:00,Thunderstorm,9.6,41.5,25.3,29.54,6.6,PA,2022-06-13 08:19:00
2,2022-07-18 19:27:00,Snow,9.6,94.0,56.6,29.78,12.3,IL,2022-07-18 19:51:00
1,2022-03-16 08:04:00,Clear,8.4,55.8,79.0,28.29,3.7,OH,2022-03-16 09:01:00
1,2022-12-17 19:33:00,Snow,3.8,76.9,32.6,29.43,22.9,IL,2022-12-17 21:06:00
1,2022-05-06 17:42:00,Cloudy,0.9,45.8,41.7,30.98,9.9,OH,2022-05-06 18:13:00
2,2022-11-13 17:44:00,Haze,5.8,46.8,38.6,28.27,22.6,CA,2022-11-13 18:41:00
1,2022-02-18 03:51:00,Rain,5.7,70.2,51.9,29.56,11.2,NC,2022-02-18 05:00:00
2,2022-12-07 16:28:00,Snow,8.5,69.2,38.0,28.89,29.7,PA,2022-12-07 18:12:00
4,2022-06-12 13:25:00,Cloudy,10.0,83.8,48.2,29.62,5.1,NC,2022-06-12 14:48:00
3,2022-12-12 21:35:00,Haze,5.2,83.0,78.3,29.72,0.0,CA,2022-12-12 22:40:00
3,2022-02-18 19:49:00,Haze,3.6,76.9,68.9,29.73,17.8,TX,2022-02-18 21:45:00
1,2022-03-24 17:56:00,Fog,2.0,61.4,26.5,30.56,28.6,OH,2022-03-24 19:49:00
2,2022-08-23 19:44:00,Smoke,0.2,92.3,71.0,29.17,19.4,NY,2022-08-23 21:23:00
3,2022-11-03 20:08:00,Clear,5.2,73.6,58.2,29.55,2.6,MI,2022-11-03 21:46:00
2,2022-01-15 23:36:00,Fog,5.6,99.3,94.8,28.03,16.2,CA,2022-01-15 23:48:00
2,2022-05-09 03:35:00,Smoke,8.3,87.4,43.1,30.37,27.3,IL,2022-05-09 05:10:00
1,2022-01-19 10:52:00,Smoke,5.1,33.1,78.1,28.78,0.2,NY,2022-01-19 11:14:00
3,2022-07-14 12:12:00,Thunderstorm,9.2,52.4,78.5,30.45,5.0,PA,2022-07-14 13:23:00
1,2022-12-28 04:34:00,Cloudy,6.4,70.0,37.7,28.8,24.4,OH,2022-12-28 05:05:00
1,2022-03-03 20:11:00,Fog,8.4,80.5,92.3,28.03,26.8,FL,2022-03-03 21:27:00
3,2022-05-13 20:23:00,Fog,1.7,68.5,59.3,28.46,21.2,PA,2022-05-13 21:09:00
3,2022-05-22 04:25:00,Smoke,8.6,85.0,74.3,30.96,29.7,TX,2022-05-22 05:54:00
4,2022-08-02 01:42:00,Haze,6.8,49.8,31.7,28.96,2.7,MI,2022-08-02 02:48:00
4,2022-11-14 18:16:00,Cloudy,1.9,42.9,40.6,28.33,16.4,NY,2022-11-14 19:28:00
2,2022-02-16 06:17:00,Haze,2.1,33.8,66.9,28.36,20.5,MI,2022-02-16 07:10:00
3,2022-12-21 18:34:00,Rain,9.3,70.1,45.5,28.93,21.1,NC,2022-12-21 19:19:00
4,2022-09-14 19:12:00,Snow,0.5,78.2,60.0,28.11,23.8,OH,2022-09-14 19:39:00
2,2022-02-26 14:14:00,Thunderstorm,4.7,52.8,49.9,29.53,27.5,TX,2022-02-26 15:17:00
2,2022-02-27 13:07:00,Thunderstorm,3.3,73.0,71.2,28.64,10.8,PA,2022-02-27 14:20:00
2,2022-04-28 02:00:00,Clear,6.7,33.7,59.0,29.56,1.3,NY,2022-04-28 02:48:00
4,2022-11-15 14:58:00,Haze,8.4,37.0,20.4,28.42,10.9,GA,2022-11-15 16:12:00
3,2022-06-26 13:45:00,Snow,3.7,79.1,72.0,29.29,20.1,GA,2022-06-26 14:35:00
1,2022-12-27 18:13:00,Smoke,4.4,55.8,53.8,29.79,6.4,CA,2022-12-27 19:44:00
2,2022-04-25 04:04:00,Clear,9.8,77.0,47.3,28.19,24.3,GA,2022-04-25 05:47:00
4,2022-12-03 08:33:00,Thunderstorm,7.9,88.2,27.5,29.2,6.6,MI,2022-12-03 10:29:00
4,2022-07-03 14:35:00,Snow,9.0,89.7,37.6,28.91,0.3,OH,2022-07-03 16:12:00
1,2022-03-09 15:02:00,Fog,4.5,42.1,37.9,28.72,15.2,CA,2022-03-09 16:34:00
1,2022-11-30 04:07:00,Rain,2.5,64.0,94.8,29.81,21.8,FL,2022-11-30 05:34:00
4,2022-01-07 15:43:00,Smoke,4.2,81.4,54.6,29.77,10.5,IL,2022-01-07 17:30:00
3,2022-07-18 02:08:00,Fog,7.2,84.2,23.4,29.89,22.5,FL,2022-07-18 03:41:00
1,2022-11-08 23:54:00,Rain,1.3,84.9,31.1,28.48,13.2,FL,2022-11-09 00:32:00
4,2022-06-07 22:44:00,Smoke,2.9,46.0,26.3,28.86,5.2,CA,2022-06-08 00:07:00
1,2022-08-25 14:36:00,Haze,0.7,43.5,67.1,28.63,2.7,GA,2022-08-25 15:42:00
3,2022-11-21 02:10:00,Cloudy,4.4,71.3,34.9,29.62,21.3,NC,2022-11-21 02:39:00
2,2022-07-04 22:05:00,Clear,8.3,81.9,59.9,29.38,11.6,IL,2022-07-04 22:41:00
1,2022-11-22 04:58:00,Clear,0.4,52.3,49.6,28.99,27.4,CA,2022-11-22 05:38:00
3,2022-04-05 13:09:00,Cloudy,6.8,37.3,84.3,30.36,16.2,CA,2022-04-05 14:25:00
4,2022-04-30 09:29:00,Snow,9.3,80.2,45.6,28.28,10.5,NC,2022-04-30 10:12:00
1,2022-05-13 13:52:00,Cloudy,2.5,51.0,56.7,30.92,10.5,CA,2022-05-13 14:25:00
1,2022-01-04 20:57:00,Haze,7.0,41.6,77.7,28.35,3.9,NC,2022-01-04 21:40:00
4,2022-02-05 05:11:00,Thunderstorm,9.8,40.3,54.7,30.32,17.8,FL,2022-02-05 06:54:00
2,2022-12-09 09:07:00,Cloudy,9.6,52.0,83.5,29.1,17.5,FL,2022-12-09 09:48:00
4,2022-10-20 23:03:00,Rain,2.5,71.5,72.9,30.6,24.0,NY,2022-10-21 00:38:00
1,2022-06-23 04:42:00,Thunderstorm,1.2,55.1,52.8,28.22,6.0,IL,2022-06-23 05:13:00
4,2022-06-20 02:22:00,Cloudy,1.7,31.4,60.3,29.12,8.7,PA,2022-06-20 03:55:00
3,2022-03-08 01:19:00,Clear,7.1,36.8,97.4,29.01,2.9,PA,2022-03-08 02:54:00
4,2022-08-27 00:56:00,Fog,7.3,50.3,72.9,30.98,8.9,MI,2022-08-27 02:03:00
1,2022-02-05 05:55:00,Rain,6.8,76.2,92.4,30.96,12.8,NC,2022-02-05 06:40:00
4,2022-04-17 12:52:00,Haze,3.5,36.9,34.3,28.57,28.9,CA,2022-04-17 13:58:00
2,2022-02-07 15:45:00,Rain,1.9,69.2,58.7,29.89,19.6,NC,2022-02-07 16:34:00
4,2022-05-12 21:21:00,Smoke,5.9,38.4,92.7,29.61,23.5,NY,2022-05-12 22:37:00
2,2022-06-17 02:17:00,Snow,4.9,44.8,45.8,28.46,9.8,OH,2022-06-17 04:03:00
3,2022-03-17 12:01:00,Fog,7.3,42.1,97.4,28.5,4.3,PA,2022-03-17 13:38:00
2,2022-03-20 21:26:00,Rain,4.5,34.7,27.8,30.97,7.7,NC,2022-03-20 22:06:00
4,2022-05-04 01:10:00,Smoke,3.5,77.0,92.2,29.36,7.7,TX,2022-05-04 01:51:00
1,2022-01-21 02:10:00,Cloudy,3.1,62.4,55.6,28.38,17.5,TX,2022-01-21 02:30:00
2,2022-06-30 15:02:00,Rain,2.3,88.2,25.9,28.64,10.2,OH,2022-06-30 16:20:00
3,2022-09-09 18:24:00,Rain,2.8,36.9,90.4,28.81,25.7,NC,2022-09-09 19:55:00
2,2022-07-10 05:45:00,Rain,1.1,40.1,40.2,29.53,29.7,IL,2022-07-10 06:59:00
2,2022-04-13 12:31:00,Snow,3.6,51.5,21.8,29.01,10.3,OH,2022-04-13 13:24:00
2,2022-07-24 11:58:00,Rain,0.6,83.6,30.9,29.37,21.2,GA,2022-07-24 13:57:00
3,2022-06-14 06:25:00,Rain,2.0,51.4,72.7,28.5,19.7,GA,2022-06-14 07:20:00
4,2022-01-10 05:28:00,Snow,7.5,58.6,98.2,28.98,5.8,NY,2022-01-10 07:17:00
2,2022-05-24 23:02:00,Smoke,3.4,51.1,28.9,28.21,27.5,MI,2022-05-24 23:51:00
2,2022-07-14 13:55:00,Thunderstorm,6.7,35.6,57.0,30.67,6.0,OH,2022-07-14 15:38:00
1,2022-02-12 20:35:00,Fog,7.2,95.8,34.5,28.6,22.1,CA,2022-02-12 22:22:00
3,2022-01-08 10:57:00,Smoke,5.9,68.4,79.6,30.27,10.4,NY,2022-01-08 11:20:00
2,2022-05-07 10:07:00,Haze,9.6,85.1,29.4,29.05,11.0,IL,2022-05-07 10:49:00
3,2022-07-05 14:51:00,Thunderstorm,0.4,76.1,39.2,29.42,13.7,MI,2022-07-05 15:01:00
2,2022-08-07 07:28:00,Clear,7.4,66.0,35.7,28.87,25.9,OH,2022-08-07 08:09:00
4,2022-07-15 16:27:00,Snow,9.6,36.3,64.2,30.09,4.2,PA,2022-07-15 18:03:00
4,2022-07-29 02:31:00,Snow,8.7,75.0,89.9,30.53,1.6,NY,2022-07-29 02:46:00
2,2022-03-13 21:35:00,Rain,1.8,40.9,60.9,28.86,12.1,FL,2022-03-13 22:24:00
4,2022-07-26 05:12:00,Rain,3.4,59.0,24.7,28.73,1.7,PA,2022-07-26 06:13:00
2,2022-12-22 20:38:00,Haze,1.9,74.0,65.1,30.04,20.6,MI,2022-12-22 22:06:00
4,2022-10-02 08:25:00,Clear,6.1,84.8,83.8,28.59,22.8,IL,2022-10-02 09:02:00
